,work_id,fable_name,mattr_10,mattr_50,ttr,length,mean_sentence_length,mean_token_length,VERB,PRON,ADV,NOUN,ADJ,ADP,DET,PUNCT,AUX,CCONJ,NUM,SCONJ,INTJ,X,PROPN,PART
12,NA28-042LUK,Luke 6 - Blind guiging a Blind,0.8888888888888888,0.6059677419354838,0.35353535353535354,297,11.0,4.296296296296297,0.15151515151515152,0.07744107744107744,0.09764309764309764,0.18518518518518517,0.08417508417508418,0.06397306397306397,0.13804713804713806,0.1414141414141414,0.020202020202020204,0.04040404040404041,,,,,,
13,NA28-042LUK,Luke 19 - The Ten Pounds,0.9411411411411414,0.6679863481228668,0.347953216374269,342,8.341463414634147,4.12280701754386,0.2222222222222222,0.14035087719298245,0.09064327485380116,0.10818713450292397,0.049707602339181284,0.06140350877192982,0.07017543859649122,0.17543859649122806,0.008771929824561403,0.03216374269005848,0.017543859649122806,0.017543859649122806,0.0029239766081871343,,0.0029239766081871343,
14,NA28-042LUK,Luke 15 - The Lost Coin,0.9314814814814815,0.6914285714285714,0.6825396825396826,63,10.5,4.26984126984127,0.2222222222222222,0.06349206349206349,0.07936507936507936,0.15873015873015872,0.07936507936507936,0.031746031746031744,0.07936507936507936,0.15873015873015872,,0.047619047619047616,0.015873015873015872,0.047619047619047616,,0.015873015873015872,,
15,NA28-042LUK,Luke 12 - The Faithful and Unfaithful Slave,0.8986301369863013,0.6554761904761905,0.3953488372093023,301,14.333333333333334,4.01328903654485,0.16279069767441862,0.08305647840531562,0.07308970099667775,0.14950166112956811,0.06312292358803986,0.07641196013289037,0.11295681063122924,0.17275747508305647,0.006644518272425249,0.06312292358803986,0.019933554817275746,0.016611295681063124,,,,
16,NA28-042LUK,Luke 14 - The Great Dinner,0.9220095693779905,0.6284023668639054,0.44495412844036697,218,7.785714285714286,4.275229357798165,0.22477064220183487,0.10091743119266056,0.06880733944954129,0.13761467889908258,0.06880733944954129,0.027522935779816515,0.11009174311926606,0.1743119266055046,0.009174311926605505,0.05963302752293578,0.0045871559633027525,0.013761467889908258,,,,
17,NA28-042LUK,Luke 18 - The Pharisee and the Tax Collector,0.9194029850746268,0.687659574468085,0.4965034965034965,143,11.0,4.293706293706293,0.16783216783216784,0.09090909090909091,0.08391608391608392,0.11888111888111888,0.09090909090909091,0.055944055944055944,0.14685314685314685,0.17482517482517482,0.013986013986013986,0.03496503496503497,0.006993006993006993,0.013986013986013986,,,,
18,NA28-042LUK,Luke 20 - The Wicked Tenants,0.9316455696202535,0.6283248730964466,0.3943089430894309,246,8.2,4.548780487804878,0.2073170731707317,0.08943089430894309,0.08943089430894309,0.13821138211382114,0.06910569105691057,0.04878048780487805,0.12601626016260162,0.18292682926829268,0.008130081300813009,0.028455284552845527,,0.012195121951219513,,,,
19,NA28-042LUK,Luke 14 - Humility and Hospitality,0.9027624309392266,0.6242553191489362,0.4105263157894737,190,12.666666666666666,4.41578947368421,0.19473684210526315,0.11052631578947368,0.06842105263157895,0.08947368421052632,0.08947368421052632,0.05263157894736842,0.08421052631578947,0.18947368421052632,0.015789473684210527,0.06315789473684211,,0.042105263157894736,,,,
20,NA28-042LUK,Luke 5 - Old and New Garment,0.906896551724138,0.5591489361702128,0.4375,96,12.0,4.052083333333333,0.13541666666666666,0.041666666666666664,0.14583333333333334,0.13541666666666666,0.14583333333333334,0.0625,0.10416666666666667,0.15625,0.010416666666666666,0.03125,,0.03125,,,,
21,NA28-042LUK,Luke 16 - The Rich Man and Lazarus,0.9320557491289199,0.6565182186234817,0.4189189189189189,296,9.866666666666667,4.212837837837838,0.16891891891891891,0.08783783783783784,0.11486486486486487,0.14864864864864866,0.05405405405405406,0.07094594594594594,0.0945945945945946,0.17229729729729729,0.0033783783783783786,0.04391891891891892,0.0033783783783783786,0.033783783783783786,,,0.0033783783783783786,
22,NA28-042LUK,Luke 15 - The Prodigal Son,0.9282608695652175,0.6500952380952381,0.3326226012793177,469,10.659090909090908,4.121535181236673,0.18550106609808104,0.11513859275053305,0.0767590618336887,0.14712153518123666,0.05543710021321962,0.042643923240938165,0.10874200426439233,0.16631130063965885,0.019189765458422176,0.06396588486140725,0.0021321961620469083,0.014925373134328358,0.0021321961620469083,,,
23,NA28-042LUK,Luke 15 - The Lost Sheep,0.9366666666666668,0.6784,0.5656565656565656,99,14.142857142857142,4.474747474747475,0.20202020202020202,0.10101010101010101,0.050505050505050504,0.13131313131313133,0.04040404040404041,0.10101010101010101,0.1111111111111111,0.10101010101010101,0.010101010101010102,0.050505050505050504,0.0707070707070707,0.030303030303030304,,,,
24,tlg0532.tlg001,Leucippe and Clitophon - Conops or the gnat,0.9327505827505829,0.6882151589242054,0.3690888119953864,867,12.75,3.944636678200692,0.1637831603229527,0.0657439446366782,0.1580161476355248,0.15916955017301038,0.06228373702422145,0.02422145328719723,0.10380622837370242,0.1972318339100346,0.00922722029988466,0.04728950403690888,,0.008073817762399077,0.0011534025374855825,,,
25,tlg1765.tlg003,Life of Aesop - The Eagle and the Dung Beetle (§134),0.9212987012987014,0.6438840579710144,0.4086294416243655,394,16.416666666666668,3.8934010152284264,0.18527918781725888,0.048223350253807105,0.11928934010152284,0.16243654822335024,0.03299492385786802,0.03807106598984772,0.13451776649746192,0.23857868020304568,0.005076142131979695,0.017766497461928935,,0.015228426395939087,0.0025380710659898475,,,
26,tlg1765.tlg003,Life of Aesop - The Woman who had burried her Husband (§129),0.9422018348623855,0.6682022471910112,0.4669603524229075,227,12.61111111111111,3.7577092511013217,0.18061674008810572,0.0881057268722467,0.18502202643171806,0.11013215859030837,0.039647577092511016,0.01762114537444934,0.08370044052863436,0.2422907488986784,0.004405286343612335,0.030837004405286344,,0.013215859030837005,,,,0.004405286343612335
27,tlg1765.tlg003,Life of Aesop - The Farmer (§140),0.9456647398843931,0.7416541353383458,0.5824175824175825,182,20.22222222222222,4.054945054945055,0.15934065934065933,0.04945054945054945,0.1043956043956044,0.14285714285714285,0.08791208791208792,0.04945054945054945,0.07142857142857142,0.26373626373626374,,0.04395604395604396,,0.02197802197802198,0.005494505494505495,,,
28,tlg0614.tlg001,Babrius - 42) The Departure of a Well-Sated Guest,0.88974358974359,0.6852631578947368,0.6436781609195402,87,12.428571428571429,3.8850574712643677,0.16091954022988506,0.06896551724137931,0.12643678160919541,0.14942528735632185,0.05747126436781609,0.05747126436781609,0.12643678160919541,0.22988505747126436,,,,0.022988505747126436,,,,
29,tlg0614.tlg001,Babrius - 74) Man's Year,0.9250000000000003,0.6987096774193547,0.5433526011560693,173,10.176470588235293,4.132947976878612,0.15606936416184972,0.04046242774566474,0.07514450867052024,0.1907514450867052,0.08670520231213873,0.04046242774566474,0.10982658959537572,0.26011560693641617,0.011560693641618497,0.028901734104046242,,,,,,
30,tlg0614.tlg001,Babrius - 118) Close to the Law but Far from Justice,0.9489583333333332,0.7557142857142857,0.6571428571428571,105,11.666666666666666,4.4,0.13333333333333333,0.02857142857142857,0.13333333333333333,0.21904761904761905,0.10476190476190476,0.0380952380952381,0.047619047619047616,0.2571428571428571,0.009523809523809525,0.009523809523809525,0.009523809523809525,,0.009523809523809525,,,
31,tlg0614.tlg001,Babrius - 22) The Middle-Aged Man with Two Mistresses,0.9524590163934428,0.6882926829268292,0.6030534351145038,131,10.916666666666666,3.8702290076335877,0.1450381679389313,0.03816793893129771,0.1450381679389313,0.13740458015267176,0.1297709923664122,0.022900763358778626,0.06870229007633588,0.25190839694656486,0.015267175572519083,0.015267175572519083,0.007633587786259542,0.015267175572519083,,,,0.007633587786259542
32,tlg0614.tlg001,Babrius - 107) The Lion and the Mouse,0.9248062015503877,0.7348314606741574,0.6376811594202898,138,10.615384615384615,4.2898550724637685,0.1956521739130435,0.043478260869565216,0.043478260869565216,0.2318840579710145,0.06521739130434782,0.007246376811594203,0.057971014492753624,0.2898550724637681,0.014492753623188406,0.036231884057971016,,0.007246376811594203,,,,0.007246376811594203
33,tlg0614.tlg001,Babrius - 105) The Robber Robbed,0.9603174603174602,0.7200000000000001,0.6944444444444444,72,6.545454545454546,4.222222222222222,0.18055555555555555,0.041666666666666664,0.1388888888888889,0.1388888888888889,0.09722222222222222,0.05555555555555555,0.05555555555555555,0.25,,0.013888888888888888,,,0.013888888888888888,,,0.013888888888888888
34,tlg0614.tlg001,Babrius - 49) It Won't be Fortune's Fault,0.932394366197183,0.7483870967741931,0.7,80,7.2727272727272725,4.1,0.1875,0.075,0.0875,0.15,0.05,0.05,0.0625,0.275,,0.0625,,,,,,
35,tlg0614.tlg001,Babrius - 112) The Battle of the Bull and the Mouse,0.9285714285714286,0.6491891891891892,0.6046511627906976,86,9.555555555555555,3.8255813953488373,0.23255813953488372,0.011627906976744186,0.10465116279069768,0.12790697674418605,0.046511627906976744,0.023255813953488372,0.13953488372093023,0.26744186046511625,0.011627906976744186,0.023255813953488372,,0.011627906976744186,,,,
36,tlg0614.tlg001,Babrius - 75) Mistaken for a Physician,0.9500000000000001,0.7094805194805194,0.5369458128078818,203,8.826086956521738,3.9310344827586206,0.1921182266009852,0.054187192118226604,0.13793103448275862,0.10344827586206896,0.08866995073891626,0.024630541871921183,0.08374384236453201,0.26108374384236455,0.019704433497536946,0.029556650246305417,,0.0049261083743842365,,,,
37,tlg0614.tlg001,Babrius - 123) Whow Covets all Loses all,0.9349999999999999,0.76,0.7755102040816326,49,8.166666666666666,4.551020408163265,0.1836734693877551,0.04081632653061224,0.04081632653061224,0.16326530612244897,0.1836734693877551,0.02040816326530612,0.04081632653061224,0.2857142857142857,0.02040816326530612,,,,,,,0.02040816326530612
38,tlg0614.tlg001,Babrius - 99) Bonded Brotherhood,0.9921568627450981,0.7127272727272728,0.6833333333333333,60,8.571428571428571,3.8333333333333335,0.2,0.08333333333333333,0.08333333333333333,0.11666666666666667,0.06666666666666667,0.016666666666666666,0.06666666666666667,0.25,0.016666666666666666,0.08333333333333333,,,,,,0.016666666666666666
39,tlg0614.tlg001,Babrius - 28) The Toad who Tried to be as Big as an Ox,0.9626373626373629,0.7117647058823529,0.65,100,7.142857142857143,3.72,0.16,0.05,0.13,0.13,0.1,0.02,0.08,0.29,0.01,0.02,,0.01,,,,
40,tlg0614.tlg001,Babrius - 2) The Farmer who Lost his Mattock,0.95,0.7280851063829789,0.6083916083916084,143,8.9375,4.076923076923077,0.20279720279720279,0.055944055944055944,0.08391608391608392,0.14685314685314685,0.055944055944055944,0.013986013986013986,0.0979020979020979,0.27972027972027974,0.013986013986013986,0.027972027972027972,,0.013986013986013986,,,,0.006993006993006993
41,tlg0614.tlg001,Babrius - 43) Betrayed by the Source of his own Pride,0.9443661971830988,0.7262745098039214,0.6291390728476821,151,7.55,4.158940397350993,0.18543046357615894,0.039735099337748346,0.11258278145695365,0.15894039735099338,0.052980132450331126,0.033112582781456956,0.059602649006622516,0.304635761589404,,0.046357615894039736,,0.006622516556291391,,,,
42,tlg0614.tlg001,Babrius - 124) How the Fowler Served his Guest,0.9573964497041421,0.7665116279069768,0.5898876404494382,178,8.476190476190476,4.084269662921348,0.20224719101123595,0.07865168539325842,0.11235955056179775,0.1348314606741573,0.08426966292134831,0.028089887640449437,0.06179775280898876,0.2640449438202247,0.0056179775280898875,0.016853932584269662,,0.0056179775280898875,,,,0.0056179775280898875
43,tlg0614.tlg001,Babrius - 57) How the Arabs Got to be Liars,0.9063157894736844,0.709818181818182,0.6346153846153846,104,11.555555555555555,4.269230769230769,0.14423076923076922,0.038461538461538464,0.08653846153846154,0.21153846153846154,0.08653846153846154,0.038461538461538464,0.0673076923076923,0.25,0.019230769230769232,0.038461538461538464,,0.019230769230769232,,,,
44,tlg0614.tlg001,Babrius - 117) A Double Standard of Justice,0.9425925925925926,0.7544117647058823,0.6410256410256411,117,10.636363636363637,4.222222222222222,0.17094017094017094,0.05128205128205128,0.07692307692307693,0.1623931623931624,0.13675213675213677,0.017094017094017096,0.07692307692307693,0.26495726495726496,0.02564102564102564,0.017094017094017096,,,,,,
45,tlg0614.tlg001,Babrius - 128) The Dog and the Sheep,0.9656934306569344,0.7781443298969073,0.636986301369863,146,5.84,3.787671232876712,0.11643835616438356,0.08904109589041095,0.0821917808219178,0.14383561643835616,0.1095890410958904,0.0273972602739726,0.07534246575342465,0.2808219178082192,0.02054794520547945,0.0410958904109589,,0.00684931506849315,,,,0.00684931506849315
46,tlg0614.tlg001,Babrius - 37) The Old Bull and the Young Steer,0.9300000000000004,0.7125714285714286,0.6218487394957983,119,6.2631578947368425,3.7899159663865545,0.16806722689075632,0.025210084033613446,0.07563025210084033,0.2184873949579832,0.08403361344537816,0.03361344537815126,0.08403361344537816,0.25210084033613445,,0.05042016806722689,,0.008403361344537815,,,,
47,tlg0614.tlg001,Babrius - 4) The Fisherman and the Fish,0.9199999999999999,0.6573333333333333,0.65625,64,9.142857142857142,3.984375,0.140625,0.015625,0.09375,0.140625,0.125,0.03125,0.109375,0.296875,0.03125,0.015625,,,,,,
48,tlg0614.tlg001,Babrius - 9) The Fisherman with the Flute,0.9577981651376147,0.7597101449275363,0.6610169491525424,118,10.727272727272727,4.161016949152542,0.2288135593220339,0.0423728813559322,0.11864406779661017,0.11016949152542373,0.05084745762711865,0.03389830508474576,0.03389830508474576,0.2966101694915254,0.025423728813559324,0.03389830508474576,,0.00847457627118644,,,,0.01694915254237288
49,tlg0614.tlg001,Babrius - 126) Truth and Falsehood,0.9440860215053768,0.6950943396226414,0.5882352941176471,102,7.846153846153846,3.843137254901961,0.11764705882352941,0.0392156862745098,0.10784313725490197,0.17647058823529413,0.06862745098039216,0.058823529411764705,0.09803921568627451,0.2549019607843137,0.0392156862745098,0.0196078431372549,,0.0196078431372549,,,,
50,tlg0614.tlg001,Babrius - 5) The Fighting Cocks,0.9528089887640451,0.7089795918367348,0.6326530612244898,98,8.166666666666666,3.979591836734694,0.15306122448979592,0.04081632653061224,0.04081632653061224,0.14285714285714285,0.11224489795918367,0.04081632653061224,0.09183673469387756,0.2857142857142857,0.030612244897959183,0.04081632653061224,,,,,,0.02040816326530612
51,tlg0614.tlg001,Babrius - 23) Better Lose the Ox than Catch the Thief,0.9375,0.6785,0.6404494382022472,89,9.88888888888889,4.157303370786517,0.15730337078651685,0.011235955056179775,0.056179775280898875,0.23595505617977527,0.06741573033707865,0.033707865168539325,0.07865168539325842,0.30337078651685395,,0.011235955056179775,,0.02247191011235955,,,,0.02247191011235955
52,tlg0614.tlg001,Babrius - 53) Three True Statements,0.94625,0.6769999999999999,0.6179775280898876,89,6.846153846153846,3.853932584269663,0.14606741573033707,0.06741573033707865,0.07865168539325842,0.11235955056179775,0.06741573033707865,0.0449438202247191,0.056179775280898875,0.2696629213483146,0.011235955056179775,0.056179775280898875,0.011235955056179775,0.02247191011235955,0.033707865168539325,,,0.02247191011235955
53,tlg0614.tlg001,Babrius - 110) Always Ready to Go,0.9666666666666667,0.7625,0.7543859649122807,57,5.7,4.0701754385964914,0.19298245614035087,0.10526315789473684,0.08771929824561403,0.10526315789473684,0.07017543859649122,0.07017543859649122,0.07017543859649122,0.2631578947368421,0.017543859649122806,0.017543859649122806,,,,,,
54,tlg0614.tlg001,Babrius - 46) Too Many Friends,0.9588235294117647,0.772,0.6914893617021277,94,10.444444444444445,4.159574468085107,0.19148936170212766,0.031914893617021274,0.07446808510638298,0.1702127659574468,0.13829787234042554,0.031914893617021274,0.0425531914893617,0.2553191489361702,0.010638297872340425,0.031914893617021274,,0.010638297872340425,,,,0.010638297872340425
55,tlg0614.tlg001,Babrius - 63) Hero-Cult,0.9641666666666668,0.75175,0.6124031007751938,129,8.6,3.8294573643410854,0.16279069767441862,0.05426356589147287,0.13178294573643412,0.12403100775193798,0.13953488372093023,0.023255813953488372,0.023255813953488372,0.24806201550387597,0.007751937984496124,0.023255813953488372,,0.031007751937984496,,,,0.031007751937984496
56,tlg0614.tlg001,Babrius - 121) Unwelcome Solicitude,0.9266666666666664,0.684,0.6851851851851852,54,6.0,3.6666666666666665,0.2037037037037037,0.05555555555555555,0.14814814814814814,0.09259259259259259,0.07407407407407407,0.018518518518518517,0.07407407407407407,0.3148148148148148,,0.018518518518518517,,,,,,
57,tlg0614.tlg001,Babrius - 1) The Lion and the Bowman,0.9006493506493506,0.7152631578947368,0.5521472392638037,163,8.578947368421053,3.815950920245399,0.18404907975460122,0.049079754601226995,0.11042944785276074,0.13496932515337423,0.08588957055214724,0.018404907975460124,0.049079754601226995,0.31901840490797545,0.024539877300613498,0.018404907975460124,,0.006134969325153374,,,,
58,tlg0614.tlg001,Babrius - 109) Show me How,0.9456521739130431,0.6900000000000001,0.6545454545454545,55,7.857142857142857,3.6545454545454548,0.14545454545454545,0.01818181818181818,0.10909090909090909,0.2,0.10909090909090909,0.01818181818181818,0.09090909090909091,0.21818181818181817,,0.05454545454545454,,0.03636363636363636,,,,
59,tlg0614.tlg001,Babrius - 92) Interested only in the Tracks,0.9463157894736844,0.7276363636363635,0.6538461538461539,104,13.0,3.9134615384615383,0.18269230769230768,0.057692307692307696,0.1346153846153846,0.15384615384615385,0.0673076923076923,0.038461538461538464,0.057692307692307696,0.25,,0.038461538461538464,,0.019230769230769232,,,,
60,tlg0614.tlg001,Babrius - 122) Doctor Wolf,0.9285714285714286,0.7347368421052632,0.6196319018404908,163,8.15,3.8650306748466257,0.2085889570552147,0.049079754601226995,0.11042944785276074,0.147239263803681,0.08588957055214724,0.018404907975460124,0.03680981595092025,0.2883435582822086,,0.024539877300613498,,0.012269938650306749,0.006134969325153374,,,0.012269938650306749
61,tlg0614.tlg001,Babrius - 88) How the Lark Knew When to Leave,0.9259668508287294,0.7259574468085105,0.5368421052631579,190,9.5,3.8263157894736843,0.16842105263157894,0.042105263157894736,0.1368421052631579,0.16842105263157894,0.06842105263157895,0.021052631578947368,0.07368421052631578,0.26842105263157895,0.015789473684210527,0.02631578947368421,,0.005263157894736842,,,,0.005263157894736842
62,tlg0614.tlg001,Babrius - 3) The Goat and the Goatherd,0.9130841121495329,0.6626865671641792,0.6206896551724138,116,14.5,3.5775862068965516,0.16379310344827586,0.034482758620689655,0.0603448275862069,0.1724137931034483,0.05172413793103448,0.034482758620689655,0.07758620689655173,0.3275862068965517,,0.04310344827586207,,0.017241379310344827,,,,0.017241379310344827
63,tlg0614.tlg001,Babrius - 39) Mediation à la Mode,0.9624999999999999,0.44,0.88,25,6.25,5.04,0.2,0.08,0.08,0.24,0.04,0.04,,0.24,0.04,,,0.04,,,,
64,tlg0614.tlg001,Babrius - 76) The Knight and his Horse,0.9519774011299436,0.7721167883211679,0.6129032258064516,186,13.285714285714286,4.220430107526882,0.1827956989247312,0.016129032258064516,0.0913978494623656,0.1935483870967742,0.06989247311827956,0.043010752688172046,0.05913978494623656,0.27419354838709675,0.005376344086021506,0.026881720430107527,,0.010752688172043012,,,,0.026881720430107527
65,tlg0614.tlg001,Babrius - 19) The Fox and the Grapes,0.9507042253521126,0.7612903225806452,0.7375,80,8.88888888888889,4.4,0.1875,0.0125,0.1375,0.15,0.125,0.05,0.0625,0.25,0.0125,0.0125,,,,,,
66,tlg0614.tlg001,Babrius - 89) The Wolf and the Lamb,0.9552,0.6741176470588236,0.5671641791044776,134,6.380952380952381,3.4925373134328357,0.14925373134328357,0.08208955223880597,0.1791044776119403,0.11940298507462686,0.06716417910447761,0.007462686567164179,0.029850746268656716,0.3208955223880597,0.007462686567164179,0.022388059701492536,,0.007462686567164179,,,,0.007462686567164179
67,tlg0614.tlg001,Babrius - 65) Crane and Peacock,0.8934426229508196,0.6961904761904764,0.6857142857142857,70,11.666666666666666,3.857142857142857,0.15714285714285714,0.08571428571428572,0.11428571428571428,0.12857142857142856,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.3142857142857143,0.014285714285714285,0.04285714285714286,,,,,,
68,tlg0614.tlg001,Babrius - 26) The Farmer and the Cranes,0.9333333333333333,0.6797297297297297,0.6260162601626016,123,8.2,4.056910569105691,0.18699186991869918,0.04065040650406504,0.08943089430894309,0.16260162601626016,0.04878048780487805,0.032520325203252036,0.0975609756097561,0.2845528455284553,0.008130081300813009,0.016260162601626018,,0.032520325203252036,,,,
69,tlg0614.tlg001,Babrius - 45) The Outcome of a Foreign Investment,0.9401639344262297,0.6941463414634147,0.5877862595419847,131,9.357142857142858,4.137404580152672,0.183206106870229,0.06870229007633588,0.05343511450381679,0.1450381679389313,0.1450381679389313,0.03816793893129771,0.05343511450381679,0.2824427480916031,,0.007633587786259542,,0.007633587786259542,,,,0.015267175572519083
70,tlg0614.tlg001,Babrius - 114) The Boasting Lamp,0.9328125000000002,0.7391666666666667,0.7123287671232876,73,10.428571428571429,4.410958904109589,0.1917808219178082,0.0410958904109589,0.1095890410958904,0.1780821917808219,0.0958904109589041,0.0410958904109589,0.0821917808219178,0.2328767123287671,0.0136986301369863,0.0136986301369863,,,,,,
71,tlg0614.tlg001,Babrius - 33) Outwitting the Birds,0.9064220183486239,0.6553932584269663,0.4845814977973568,227,9.08,3.7048458149779737,0.15418502202643172,0.048458149779735685,0.06607929515418502,0.2026431718061674,0.048458149779735685,0.01762114537444934,0.0881057268722467,0.31277533039647576,0.004405286343612335,0.022026431718061675,,0.013215859030837005,0.004405286343612335,,,0.01762114537444934
72,tlg0614.tlg001,Babrius - 66) The Two Wallets,0.9396551724137931,0.6566666666666667,0.6268656716417911,67,22.333333333333332,3.91044776119403,0.13432835820895522,0.05970149253731343,0.08955223880597014,0.14925373134328357,0.07462686567164178,0.04477611940298507,0.08955223880597014,0.23880597014925373,0.029850746268656716,0.04477611940298507,0.014925373134328358,,,,,0.029850746268656716
73,tlg0614.tlg001,Babrius - 84) The Gnat on the Bull's Horn,0.9773809523809525,0.7772727272727273,0.7419354838709677,93,9.3,4.032258064516129,0.16129032258064516,0.053763440860215055,0.12903225806451613,0.11827956989247312,0.11827956989247312,0.010752688172043012,0.053763440860215055,0.2903225806451613,0.021505376344086023,0.021505376344086023,,0.021505376344086023,,,,
74,tlg0614.tlg001,Babrius - 32) The Weasel as Bride,0.9187500000000002,0.7110714285714286,0.6476190476190476,105,11.666666666666666,4.0095238095238095,0.22857142857142856,0.0380952380952381,0.0761904761904762,0.19047619047619047,0.047619047619047616,0.01904761904761905,0.10476190476190476,0.2571428571428571,,0.02857142857142857,,0.009523809523809525,,,,
75,tlg0614.tlg001,Babrius - 69) Not Running for his Life,0.9444444444444444,0.688,0.6851851851851852,54,9.0,3.7777777777777777,0.24074074074074073,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.05555555555555555,0.018518518518518517,0.037037037037037035,0.3148148148148148,,,,,,,,
76,tlg0614.tlg001,Babrius - 25) Why the Hares Refrained from Suicide,0.936923076923077,0.7352000000000001,0.7162162162162162,74,12.333333333333334,4.27027027027027,0.17567567567567569,0.04054054054054054,0.0945945945945946,0.12162162162162163,0.13513513513513514,0.04054054054054054,,0.28378378378378377,0.02702702702702703,0.05405405405405406,,,,0.013513513513513514,,0.013513513513513514
