,work_id,fable_name,top_frequency,top_frequency_in_work,top_tf-idf,top_ctf-idf,x_umap,y_umap
73,tlg0614.tlg001,Babrius - 84) The Gnat on the Bull's Horn,οὔτʼ τις καί εἰμί μέγας,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,οὔτʼ σφόδρα κατηγορία ἐγνώκειν περιέχω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.9458396,3.1303124
74,tlg0614.tlg001,Babrius - 32) The Weasel as Bride,δέ καί γάρ φύσις ἔχω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,φύσις εἶδον λέλυτο ἐρασθείσῃ βουάλ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.0788755,3.4227269
75,tlg0614.tlg001,Babrius - 69) Not Running for his Life,δʼ τις ἄλλως ἐξανίστημι καί,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἄλλως ἐξανίστημι πηλίκος ἄπειρος θάσσω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.7456476,4.3202457
76,tlg0614.tlg001,Babrius - 25) Why the Hares Refrained from Suicide,εἰμί καί εἰς δέ λίμνη,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,λίμνη ὀκλαδιστί χρεών ἀκταῖος θνήσκειν,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.2127528,3.9563947
77,tlg0614.tlg001,Babrius - 104) Distinguished but not Honoured,κύων ἔλεγχος δέ κώδωνα οὐ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,κώδωνα κύων ἔλεγχος ἀρετή τάλαν,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.28245375,4.850051
78,tlg0614.tlg001,Babrius - 72) Borrowed Plumage,καί δʼ πᾶς αὐτός πτερὸν,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,καί κολοιὸς πτερὸν δʼ κόσμος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.81526935,3.4287019
79,tlg0614.tlg001,Babrius - 41) Overextended,φημί βλάψεις ἐκ διαρραγῆναί νῶτον,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,βλάψεις μῆκος ἐξισουμένην ὑπερέχω διαρραγῆναί,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.449921,3.2098258
80,tlg0614.tlg001,Babrius - 78) No Use Praying for a Robber,θεός καί σύ μήτηρ φημί,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,θεός μήτηρ ἀνωφελής ἀμεταμέλητος ἀνασφαίλω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.9223752,2.407423
81,tlg0614.tlg001,Babrius - 68) A Contest in Archery,δέ οὐ τόξον τις δʼ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,φοῖβος τόξον τοξεύω νίκη ζεύς,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.8968235,3.5239546
82,tlg0614.tlg001,Babrius - 85) The Heterogenous Dogs,δʼ δέ καί ἐγώ ἄλλος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,δʼ κύων μάχη ἄλλος δέ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.6916051,4.4902015
83,tlg0614.tlg001,Babrius - 12) The Nightingale and the Swallow,καί δʼ ἐγώ σύ εἰμί,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,καί ὀξύφωνος χελιδών λύπη δʼ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.1822755,4.08674
84,tlg0614.tlg001,Babrius - 55) An Unwelcome Partner,δέ βοῦς αὐτός τις ὄνος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,βοῦς ὄνος ἐτετέλεστο ἠροτρία διερωτάω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.0154227,1.5584965
85,tlg0614.tlg001,Babrius - 86) Delfation Necessary,ἔχω δʼ ἀλώπηξ γαστήρ ἄχρι,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,γαστήρ ἄχρι ἀλώπηξ ἐξελεύσῃ ἑώλων,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.1231006,4.9462337
86,tlg0614.tlg001,Babrius - 94) Dr. Heron's Fire,μισθός σύ τις ἀρκέω δίδωμι,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,μισθός φάρυγος ἀρκέω δίδωμι σῴην,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.8012304,3.4533663
87,tlg0614.tlg001,Babrius - 20) Heracles and the Ox-Driver,δʼ θεός εὔχομαι αὐτός ἐκ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,εὔχομαι θεός δʼ προσηύχεθʼ κοιλώδης,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-4.029142,2.6112437
88,tlg0614.tlg001,Babrius - 54) Yes and No,θύτης γίγνομαι ὅταν πρός ὑπέρ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,θύτης ὑπέρ ὅταν δεόντων ἁπλώζω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.7206845,1.7836866
89,tlg0614.tlg001,Babrius - 73) How the Kite Lost his Voice,ἵππος ἔχω οὔτε ἴκτινος μιμούμενος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,οὔτε ἵππος ἴκτινος χρεμετίω ἀδύνατος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.79932994,2.4261327
90,tlg0614.tlg001,Babrius - 56) A Beauty Contest,πᾶς αὐτός δʼ δέ ζεύς,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,πᾶς κρίνω ζεύς ἔπαθλον πίθωνα,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.9619043,3.4293058
91,tlg0614.tlg001,Babrius - 11) The Fire-Bearing Fox,καί τις εἰμί δʼ αὐτός,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἔνι ἂψπτω χράομαι αἰκίη δυσοργήτοις,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.405295,4.9714494
92,tlg0614.tlg001,Babrius - 52) One Toils and Another Complains,ἄλλος δʼ οἰμώζω ὦμος καί,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἄλλος οἰμώζω ὦμος πο ἑαυ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.424528,3.6254098
93,tlg0614.tlg001,Babrius - 61) Custom Stales,ἔχω δʼ ἰχθύς τις θήρα,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,κυνηγὸς ἰχθύς θήρα δυσάρεστος ἤιει,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.4021505,4.6893215
94,tlg0614.tlg001,Babrius - 97) Suspicious Hospitality,ἔρχομαι καί δέ ἐπί εἶπον,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,θύρα ἔρχομαι λέων μάχαιρα προο,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.7149675,3.059218
95,tlg0614.tlg001,Babrius - 60) Surfeited at Last,καί λόγος τότʼ φημί κατά,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,καταβλάπτος χύτρα ἐκπνέω ἐξομαλίζω ἔπερχομαι,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.447097,1.0724802
96,tlg0614.tlg001,Babrius - 44) Divide and Conquer,δʼ αὐτός ἐχθρός ἀλλήλων ἀεί,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἐχθρός ἀεί ἀλλήλων ἀπίστει ῥᾳδία,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.013454,4.943972
97,tlg0614.tlg001,Babrius - 24) The Frogs at the Sun's Wedding,ὅς εἰμί καί δέ χαίρω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,χαίρω πάθωμεν λιμναῖος ἱλαρός κούφος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.4882479,3.4438734
98,tlg0614.tlg001,Babrius - 125) A Donkey on the Tiles,καί αὐτός ὄνος πρός ἐναντῖος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ὄνος καί ἐναντῖος κέραμος ἐληλέγχει,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.5487417,1.1466252
99,tlg0614.tlg001,Babrius - 102) Once in Utopia,καί δέ πᾶς δʼ ἔχω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,δίκαιος πᾶς πτὼξ τἀσθενής εὐθύνη,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.6213492,5.2847123
100,tlg0614.tlg001,Babrius - 21) The Oxen and the Butchers,καί βοῦς οὗτος τις αὐτός,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,βοῦς ἀτέχνος ἐμπέω σκαιαί σφάζω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.2185806,1.6642375
101,tlg0614.tlg001,Babrius - 8) The Arab and His Camel,κάμηλος πρός βαίνω εἶφʼ γαρ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,κάμηλος αίρομαῖ μούσης διεστραμμένους ἀπακλείζω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.14734484,2.9893527
102,tlg0614.tlg001,Babrius - 119) How Hermes Bestowed a Treasure,δέ δʼ ὅς καί ἔχω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,οὐδείς ἀγνώμων ἐρρύη ξύλινός ὠφεληίθω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.395271,3.7972193
103,tlg0614.tlg001,Babrius - 96) Emboldened by Circumstance,τόπος διά μῦθος ἀρνειός τύχη,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,τόπος διά σιαγόνας δυνατωτέρων κατεπαιρομένοις,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.04465,1.1446162
104,tlg0614.tlg001,Babrius - 7) The Horse and the Ass,αὐτός δʼ οὐ ἵππος μή,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἵππος φόρτος ἐπvʼ γόμος κτῆνος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.8626403,2.2973478
105,tlg0614.tlg001,Babrius - 64) The Fir Tree and the Bramble,καί τε σύ πρός βάτος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,βάτος ἐλάτη καί κίνδυνος μᾶλλον,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.0632615,1.00237
106,tlg0614.tlg001,Babrius - 127) The Mills of the Gods Grind Slowly,ζεύς ὀστράκος τις δέ εἰς,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ὀστράκος ζεύς ἀναπράω βραδύς εὐθύνω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.7115479,3.1571443
107,tlg0614.tlg001,Babrius - 101) The Vainglorious Wolf,λέων δʼ λύκος ἐν σύ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,λύκος λέων ἐν δʼ κολάκων,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.1210732,5.620986
108,tlg0614.tlg001,Babrius - 71) The Sea,ἐγώ οὗτος δέ καί εἶπον,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἄνεμος ἐγώ εἶδον κῦμα υνάστης,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.7794175,3.8638194
109,tlg0614.tlg001,Babrius - 95) The Stag without a Heart,δʼ καί σύ δέ πᾶς,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,δʼ σύ καί λέων ἔλαφος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.2552466,4.271225
110,tlg0614.tlg001,Babrius - 18) The North Wind and the Sun,δʼ καί βορέας ἥλιος λέγω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,βορέας πειθόω ἀνύω ἥλιος βία,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.1051439,4.152046
111,tlg0614.tlg001,Babrius - 91) Temporarily Patient,ταῦρος σύ καί τράγος δʼ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ταῦρος τράγος πόσος λέων ἐξώθημι,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.9909484,5.253327
112,tlg0614.tlg001,Babrius - 120) Physician Heal Thyself,καί ὅς ἄλλος φαρμάκον σῴζω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ὅντα ἀμαθής ὄλυμπος ἐπαγ τελμάτον,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.1667924,1.153367
113,tlg0614.tlg001,Babrius - 31) The Mice and their Generals,καί δʼ στρατηγός τε δέ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,στρατηγός γαλέη μύες σφεῖς τε,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.77310884,4.9239855
114,tlg0614.tlg001,Babrius - 103) One-Way Traffic,ἐγώ δʼ οὐ καί ἐπʼ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἐγώ δʼ ἐπʼ λέων οὐ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.9752938,4.7940087
115,tlg0614.tlg001,Babrius - 50) Double-Crossed,δʼ οὐ ἐγώ καί ὅς,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,δʼ κυνηγός δάκτυλος ἀλώπηξ ἐγώ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.5861781,4.696255
116,tlg0614.tlg001,Babrius - 98) Disarmed by Love,δʼ τις τε λέων καί,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἡλίκους λέων ὀδούς τε δʼ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.8573401,5.268541
117,tlg0614.tlg001,Babrius - 77) The Fox and the Crow,κόραξ δʼ τυρός ὄρνις σύ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,κόραξ τυρός ἔπαινος ὄρνις στόμα,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.0609384,5.0543456
118,tlg0614.tlg001,Babrius - 115) Showing a Turtle how to Fly,καί δʼ ἐγώ τίς δίδωμι,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,δίδωμι ἤραξεν μετάρσιος νέφος χαμᾶζε,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.8437972,2.9100697
119,tlg0614.tlg001,Babrius - 83) Undernourished,ἐγώ λόγος ἀναγκαίων πᾶς ἡμέρα,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ἀναγκαίων ἡμέρα ἀπορέω κριθά ἐκτένιζεν,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.597442,2.286718
120,tlg0614.tlg001,"Babrius - 51) Fleece Me, But Don't Flay Me",οὐ ἐγώ τε εἰμί ὅς,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,πόκος κρέας πρόβατον χρῄζω ἐμός,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.1843431,5.607231
121,tlg0614.tlg001,Babrius - 67) The Lion's Share,καί λέων δέ μέν δʼ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,λήπτω λέων λεία μέτρει σεαυτόν,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.3474994,4.878123
122,tlg0614.tlg001,"Babrius - 87) Let it be Yea Yea, or Nay Nay",εἰμί σαίνω τίς δάκνω δʼ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,σαίνω δάκνω φίλος κατειλαφίσκω ἀμφίβολος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.927193,4.5179167
123,tlg0614.tlg001,Babrius - 14) The Bear and the Fox,νεκρός ζῶ μή φιλέω πρός,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,νεκρός ζῶ ᾑρούμην εἷλκες σῶμʼ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.7684374,2.359623
124,tlg0614.tlg001,Babrius - 82) Good Reason to be Alarmed,δʼ χαίτη δέ εἰμί λέων,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,χαίτη μῦς λέων φρίζω φωλάς,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.4329338,5.365012
125,tlg0614.tlg001,Babrius - 10) Aphrodite and the Slave Girl,καί καλός αἰσχρός πᾶς οὗτος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,αἰσχρός καλός καθʼ καί οἰκοδεσποίνῃ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.9084814,1.6969773
126,tlg0614.tlg001,Babrius - 40) The Rise of the Proletariat,εἶπον τις φθάνω εἰμί ποταμός,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,αἰσώπου τἀξόπισθέν ἔχεζε φθάνω πράττω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.19505966,3.0340307
127,tlg0614.tlg001,Babrius - 38) The Unkindest Cut of All,ὡς ἐγώ σφῆνας ἄλλος ἄν,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,σφῆνας πεύκη ὡς ἐνέρω μήτηρ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.8681517,4.327683
128,tlg0614.tlg001,Babrius - 17) Cat as Fowler,δʼ καί τις ἐξαπατάω μηκέτι,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,θύλακός εἶδʼ πινυτός θάλυκος κακοῦργος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.6731858,4.482512
129,tlg0614.tlg001,Babrius - 106) Deeply Worried about the Future,δʼ τε λέων καί οὐ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,λέων κερδώ ἀλγύνω ἑώλον τε,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.7491249,5.091029
130,tlg0614.tlg001,Babrius - 62) Only a Half-Breed,ἐγώ δρόμος δʼ εἰμί ἐν,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,δρόμος πρόγονος ἀγενός ἐτρόχαζε κριθιάζω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.0166074,2.637229
131,tlg0614.tlg001,Babrius - 58) Hope,αὐτός ἄνθρωπος μόνος ἐν πῶμα,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,πῶμα ἐλπίς μόνος ἄνθρωπος διῆκʼ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.4975786,2.7825978
132,tlg0614.tlg001,Babrius - 81) Nolo Contendre,ἔχω εἰμί φημί οὐ φεύγω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,παππῴη καταλαζονεύομαι ἐλέγχους πατρῴη ψευδολόγος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.6900525,4.5254016
133,tlg0614.tlg001,Babrius - 13) The Farmer and the Stork,αὐτός οὐ πελαργὸς καί πελαργός,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,πελαργὸς πελαργός ἐμός αὐτός κοινωνία,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.4115195,2.2057965
134,tlg0614.tlg001,Babrius - 47) Strength in Unity,εἰμί δʼ ῥάβδος ἀλλήλων ἐγώ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ῥάβδος σύν ἐάν φέρω ἕκαστος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.1265242,4.4006953
135,tlg0614.tlg001,Babrius - 30) Hermes on Sale,αὐτός σύ εἰς ἑρμῆς δέ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,λιθουργὸς ἑρμῆς ταλαντεύῃ λύγδινός ἐπώλει,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.6508596,2.890172
136,tlg0614.tlg001,Babrius - 29) The Old Age of the Race Horse,εἰς οἷος ὑπό μή ἀκμή,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,οἷος ἀνηλώθη ἐγυρεύω λά ἀκμή,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.0389746,2.0125754
137,tlg0614.tlg001,Babrius - 36) The Oak and the Reeds,δέ μέν κάλαμος ἄνεμος δρῦς,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,κάλαμος δρῦς ἄνεμος δέ μέν,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.199957,3.4305096
138,tlg0614.tlg001,Babrius - 90) More Fearsome than Ever,ἐγώ ὑπηκόων φημί ἐκ ἀρχή,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ὑπηκόων ταλαιπώρων σωφρονέω ἐλύσθω μεμηνώς,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-2.2613535,3.4800286
139,tlg0614.tlg001,Babrius - 70) War and his Bride,οὗτος ὡς πόλεμος ὕβρις γαμέω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ὕβρις πόλεμος γαμέω προσγελάω περισσῶς,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.5164382,2.8343008
140,tlg0614.tlg001,Babrius - 59) Momus the Fault-Finder,δέ μή ὡς τις ἄνθρωπος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ποσειδῶν ποιέω ταῦρος μή ἄνθρωπος,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.1453836,3.4494138
141,tlg0614.tlg001,Babrius - 93) Peace by Surrender,καί ὅς ὅρκος κύων διʼ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ὅρκος διʼ ποίμνη κύων μωρός,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.4189285,5.0823193
142,tlg0614.tlg001,Babrius - 34) A Case of Indigestion,τις γάρ πίπτω δʼ ταῦρος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,ταῦρος πίπτω κἀπῆλθʼ οἰνάρον κἀπόβαλλε,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-3.2058508,5.020567
143,tlg0614.tlg001,Babrius - 108) The Country Mouse and the City Mouse,δʼ καί τε ἐγώ ἐν,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,δʼ βίος βώλος ἀπάγω τρώγω,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.2152455,4.936733
144,tlg0614.tlg001,Babrius - 16) The Disappointed Wolf,δʼ λύκος καί πιστεύω δέ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,λύκος ἐλπίς πιστεύω γυνή πῶς,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.8068105,5.765723
145,tlg0614.tlg001,Babrius - 113) Enemy Infiltration,πρόβατον αὐτός ἔσω συγκλείω συλλέγω,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,πρόβατον συγκλείω δηλοί ἀσφαλής κνηκὸς,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.0961566,5.687505
146,tlg0614.tlg001,Babrius - 129) Failure to Qualify as a Household Pet,δʼ καί πᾶς δέ μέσος,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,κυνίδιον μέσος αὐλή φάτνη δʼ,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.0579371,2.8167994
147,tlg0614.tlg001,Babrius - 100) Freedom Preferred to Security,ἐγώ αὐτός καί ὅς δʼ,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,κύων λύκος δουλο φευκτέος συνήντα,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-0.4440097,5.0546985
148,tlg0614.tlg001,Babrius - 15) The Athenian and the Theban,δʼ μέν καί ἀνήρ ὡς,δʼ καί δέ ἐγώ εἰμί οὐ τις αὐτός σύ εἶπον,θηβαῖος θησεύς ἡρακλέης δʼ μέν,μῦθος κακός τε ποτʼ λέων εἶδον φημί φεύγω λύκος ἀνήρ,-1.1163176,4.2293453
